Id. RCE,NAF,Raison sociale,Enseigne,Tranche effectif (INSEE),Effectif ACOSS (ou recueilli),Adresse principale,Code postal,Commune acheminement postal
21485300,7010Z,ADDEV,,6 A 9 SALARIES,6,30 QUAI PERRACHE,69002,LYON
30537500,7010Z,SARL LES ALPES,,SANS SALARIE,0,20 PLACE OLYMPIQUE,73300,FONTCOUVERTE LA TOUSSUIRE
23169504,7010Z,O B,,SANS SALARIE,0,LA PETITE CHAL,73700,BOURG ST MAURICE
28569840,7010Z,CAMPING LES BOMBES,,SANS SALARIE,0,RUE DE PETARY,63790,CHAMBON SUR LAC
27671981,7010Z,MANA,,SANS SALARIE,0,RUE DE L EXPERT,7200,AUBENAS
31156763,7010Z,LES FEES BLEUES,,SANS SALARIE,2,250 RUE GARIBALDI,69003,LYON
25374201,7010Z,LES LOULOUS,LES LOULOUS,3 A 5 SALARIES,3,1085 ROUTE DE COUPIER,7290,ARDOIX
25668831,7010Z,SNC LES LUMIERES,,3 A 5 SALARIES,3,372 AVENUE JEAN JAURES,69150,DECINES CHARPIEU
27472289,7010Z,LESMARIE,,SANS SALARIE,0,4 IMPASSE ANTOINE FERRADOU,15310,ST CERNIN
23870673,7010Z,LES P TITS ETERLOUS,,1 OU 2 SALARIES,1,2 RUE SERGENT BOBILLOT,38000,GRENOBLE
26070141,7010Z,MICRO CRECHE LES P TITS GRIMPEURS,,SANS SALARIE,0,11 RUE EMILE ZOLA,38100,GRENOBLE
28647659,7010Z,LES TILAPINS,,SANS SALARIE,3,275 ALLEE DE BOURGOGNE,26300,BOURG DE PEAGE
32448611,7010Z,LETICRECHES,,SANS SALARIE,0,2 PASSAGE DUMONT,69004,LYON
26023848,7010Z,L'ETRIER,,3 A 5 SALARIES,3,824 RUE PAUL CLAUDEL,38510,MORESTEL
24094795,7010Z,LUDOXAV,LE TYROL,SANS SALARIE,0,262 TAILLE DE MAS DU GRAND HOTEL,74110,MORZINE
30269579,7010Z,LE VIEUX LYON,,SANS SALARIE,0,44 RUE SAINT JEAN,69005,LYON
22935138,7010Z,LASER GAME COMMUNICATION,,SANS SALARIE,0,124 RUE DE LA REPUBLIQUE,38220,VIZILLE
23188499,7010Z,EVOLUTION ROCHE,,SANS SALARIE,0,25 RUE GEORGES MARRANE,69200,VENISSIEUX
19332752,7010Z,LIBRAIRIE DU MURATORE,,SANS SALARIE,0,RUE DE LA SOURCE DE CLERM,74500,EVIAN LES BAINS
4859714,7010Z,LA LIOUDE,,1 OU 2 SALARIES,1,GRAND ROUTE,1630,ST JEAN DE GONVILLE
27488567,7010Z,APLF,,SANS SALARIE,0,49 CHEMIN DE LA MATINIERE,38430,MOIRANS
30202010,7010Z,CHICKEN DRIVE,,SANS SALARIE,0,12 ALLEE DE LA MAGNANERIE,26200,MONTELIMAR
24949656,7010Z,ANIS,,SANS SALARIE,0,4B RUE DU 11 NOVEMBRE 1918,69780,MIONS
31292586,7010Z,BENTOKING,,SANS SALARIE,0,164 RUE PAUL BERT,69003,LYON
26704968,7010Z,LE PETIT DELICE,LA CASE K2,SANS SALARIE,0,181 ROUTE DU CRET,74110,MONTRIOND
30856377,7010Z,L INFINY BAR RESTAURANT,,SANS SALARIE,0,13 PLACE DU CHAMP DE MARS,26240,ST VALLIER
29357682,7010Z,LE RELAIS DES POSTES,,SANS SALARIE,0,GRANDE RUE,73220,AIGUEBELLE
15086805,7010Z,LA SOURCE DU PAIN MARGUERITTES,,SANS SALARIE,0,LES TORNILLONS,26460,MORNANS
9379662,7010Z,FEDERAL TECHNICS,,1 OU 2 SALARIES,0,1 DEPARTEMENTALE 312,38080,L ISLE D ABEAU
4490583,7010Z,CDSSR   TAP Tip Top,C.D.S.S.R.,SANS SALARIE,0,27 RUE LANTERNE,69001,LYON
27902814,7010Z,MAISON DE LA PRALINETTE ET,,SANS SALARIE,0,15 ALLEE DE LA SAUVIERE,26200,MONTELIMAR
3067559,7010Z,ORALIA PARTENAIRES,,20 A 49 SALARIES,20,94 QUAI CHARLES DE GAULLE,69006,LYON
2926102,7010Z,BOURGEY MONTREUIL,BM,250 A 499 SALARIES,200,savoie hexapole,73420,MERY
27076541,7010Z,LE KINGSTON,,SANS SALARIE,0,465 AVENUE DE LA GARE,38140,IZEAUX
25182449,7010Z,C3F,,10 A 19 SALARIES,10,45 CHEMIN DU MOULIN CARRON,69570,DARDILLY
27387829,7010Z,SAS TEAM CLUBS ET COLLECTIVITES,,SANS SALARIE,5,1431 RUE LOUISE MICHEL,42153,RIORGES
32435676,7010Z,L ETABLI,,SANS SALARIE,0,619 AUX ETALLES,1410,LELEX
156653,7010Z,LOLA BOUTIQUE,,1 OU 2 SALARIES,1,7 RUE DE LA MALADIERE,38360,SASSENAGE
26967037,7010Z,MT 63,,SANS SALARIE,0,ALLEE DES CEPS,42110,SALVIZINET
27049126,7010Z,FLOUZ,,SANS SALARIE,0,13 FAUBOURG SAINTE CLAIRE,74000,ANNECY
28966859,7010Z,LE 32 DECEMBRE,,SANS SALARIE,0,LA DELAINE,69210,SAIN BEL
25324868,7010Z,SAVEURS ET AMBIANCES,,3 A 5 SALARIES,3,RUE DES BILLETS,74340,SAMOENS
28736043,7010Z,CAPLAN 63,,SANS SALARIE,0,20 RUE DE BOUCHEYRE,63830,NOHANENT
20453408,7010Z,LES GOURMANDS DINENT,BOUCHERIE POUZOL,SANS SALARIE,0,ZONE ARTISANALE DU CLAVON,26230,VALAURIE
4104234,7010Z,GROUPE R & D,GROUPE R & D,6 A 9 SALARIES,6,13 RUE JACQUES MONOD,69120,VAULX EN VELIN
22451599,7010Z,OUSTAL BIO,,1 OU 2 SALARIES,1,1 AVENUE DU PETIT TOURNON,7000,PRIVAS
31068984,7010Z,RIBES,,SANS SALARIE,0,9 RUE DU CEZALLIER,63500,ISSOIRE
12114189,7010Z,XPO LOGISTICS EUROPE,XPO LOGISTICS EUROPE,20 A 49 SALARIES,20,192 AVENUE THIERS,69006,LYON
19394944,7010Z,LUDOVIC LEVEQUE,,3 A 5 SALARIES,3,104 IMPASSE CHRISTOPHE COLOMB,42190,ST NIZIER SOUS CHARLIEU
31699298,7010Z,MD BIO,La Vie Claire,SANS SALARIE,0,19B AVENUE DE LA GRANGETTE,74200,THONON LES BAINS
32044545,7010Z,CARSODIS,CARREFOUR MARKET,SANS SALARIE,0,13 RUE SAINT FULBERT,69008,LYON
27222346,7010Z,MUFLEUR,,SANS SALARIE,2,145 RUE PROFESSEUR BEAUVISAGE,69008,LYON
22981723,7010Z,CARRELIA,,1 OU 2 SALARIES,1,zone industrielle,26400,CREST
21793243,7010Z,EDC SPA MANAGEMENT,,SANS SALARIE,0,805 RUE DE ROCHE COLOMBE,26800,ETOILE SUR RHONE
3034408,7010Z,LES GENTLEMEN DU DEMENAGEMENT,GENTLEMEN DEMENAGEMENT-INTERDEM.FRANDE,10 A 19 SALARIES,10,28 CHEMIN DE MERLY,26200,MONTELIMAR
22027052,7010Z,SOVITRAT 20,,SANS SALARIE,7,4 DUGUESCLIN,69006,LYON
29457907,7010Z,2 MB,,SANS SALARIE,0,2 AVENUE FELIX VIALLET,38000,GRENOBLE
4330053,7010Z,GO SPORT FRANCE,,10 A 19 SALARIES,10,17 AVENUE DE LA FALAISE,38360,SASSENAGE
28239738,7010Z,LOEBELHOTEL,,SANS SALARIE,0,1860 AVENUE DES LANDIERS,73000,CHAMBERY
4209917,7010Z,FIRALP,,20 A 49 SALARIES,90,416 RUE DU CHATEAU,69480,LACHASSAGNE
9569167,7010Z,VISION SYSTEMS,,50 A 99 SALARIES,50,ROUTE D IRIGNY,69530,BRIGNAIS
27196898,7010Z,NEUVILLE BEAUTE,,SANS SALARIE,0,2 RUE DE LA REPUBLIQUE,69250,NEUVILLE SUR SAONE
22381051,7010Z,SERIC ALPES DAUPHINE,,SANS SALARIE,0,RUE DE MONTEPY,69210,FLEURIEUX SUR L ARBRESLE
26879398,7010Z,L ESCALE,,1 OU 2 SALARIES,1,LE CLOS MARCELLAZ,74150,MARCELLAZ ALBANAIS
1454901,7010Z,F.P.S,,6 A 9 SALARIES,6,6 RUE JACQUELINE AURIOL,42160,ANDREZIEUX BOUTHEON
28470962,7010Z,SOVITRAT 26,GROUPE SOVITRAT,1 OU 2 SALARIES,0,4 rue duguesclin,69006,LYON
19934182,7010Z,SOVITRAT 16,,SANS SALARIE,0,4 DUGUESCLIN,69006,LYON
14035927,7010Z,EMALEXANCE,,3 A 5 SALARIES,3,CHEMIN DE LA JACONNE,38670,CHASSE SUR RHONE
11274943,7010Z,ENVIRON'ALPES,ENVIRON'ALPES,10 A 19 SALARIES,10,ROUTE DE SAINT CASSIN,73160,COGNIN
27007154,7010Z,VIOLLAT TROTTET,,SANS SALARIE,0,50 AVENUE DE GENEVE,74200,THONON LES BAINS
24441162,7010Z,AF GROUPE,,3 A 5 SALARIES,3,10 ALLEE HISPANO SUIZA,26200,MONTELIMAR
11516683,7010Z,DECOCERAM,DEPOT SERVICE CARRELAGES,20 A 49 SALARIES,50,689 RUE NICEPHORE NIEPCE,69800,ST PRIEST
25126889,7010Z,MAFA   SHERPA,,6 A 9 SALARIES,6,LA CHAL,73530,ST JEAN D ARVES
26233763,7010Z,LORAUTO 38,,SANS SALARIE,0,30 CHEMIN DE LA PIERRE,38590,ST ETIENNE DE ST GEOIRS
19246261,7010Z,HERVE BLANC AUTOMOBILES,NORAUTO,6 A 9 SALARIES,6,ROUTE DE SAINT ETIENNE,42600,MONTBRISON
2396579,7010Z,NOVARC,GROUPE NOVARC,6 A 9 SALARIES,6,815C CHEMIN DU RAZAS,26780,MALATAVERNE
31066377,7010Z,YIN YANG,YIN YANG,SANS SALARIE,0,47 AVENUE GAMBETTA,38500,VOIRON
26171070,7010Z,MC2 GRAIN DE MALICE,,1 OU 2 SALARIES,1,18 RUE DE DEUME,7100,ANNONAY
1893492,7010Z,DUMONT INVESTISSEMENT,,6 A 9 SALARIES,6,2 RUE RAYMOND PITET,38100,GRENOBLE
7999337,7010Z,SAMSE,SAMSE,200 A 249 SALARIES,200,2 RUE RAYMOND PITET,38100,GRENOBLE
24283947,7010Z,SHOP'S,,SANS SALARIE,0,118 GALERIE DE L ARLEQUIN,38100,GRENOBLE
24740054,7010Z,XANA,,SANS SALARIE,0,350 RUE DU PITTION,1640,JUJURIEUX
12663835,7010Z,BACACIER PROFILAGE,,20 A 49 SALARIES,20,ROUTE DE CHAPTUZAT,63260,AIGUEPERSE
11403585,7010Z,LYDARIS,,20 A 49 SALARIES,20,465 RUE JEAN CHAZY,69400,VILLEFRANCHE SUR SAONE
31754315,7010Z,SAREVE,,SANS SALARIE,0,RUE DES ABATTOIRS,38120,ST EGREVE
23914984,7010Z,MANUFACTURE DES BOIS,,SANS SALARIE,0,19 RUE DU LEVANT,26170,STE EUPHEMIE SUR OUVEZE
24262972,7010Z,L'ARMOISE,L'ARMOISE,1 OU 2 SALARIES,1,PLAN PEISEY,73210,PEISEY NANCROIX
29252728,7010Z,KOZAK69,,SANS SALARIE,0,65B CHEMIN DE VASSIEUX,69300,CALUIRE ET CUIRE
30256337,7010Z,LES MARINIERS 2 0,,SANS SALARIE,0,37 PLACE JEAN MOULIN,3000,MOULINS
27346136,7010Z,CHARMATT,ICE CREAM COFFEE,SANS SALARIE,2,11 BOULEVARD DE LA SOUS PREFECTURE,63500,ISSOIRE
12294247,7010Z,SARL POISSONNERIE GAUTIER,POISSONNERIE GAUTIER,1 OU 2 SALARIES,1,ZA VALMORGE,38430,MOIRANS
156615,7010Z,VICAT,,100 A 199 SALARIES,100,4 RUE ARISTIDE BERGES,38080,L ISLE D ABEAU
766126,7010Z,CAVAILLE,JEAN CAVAILLE VINS DE SAVOIE,1 OU 2 SALARIES,1,88 AVENUE DU PETIT PORT,73100,AIX LES BAINS
25250741,7010Z,LE COEUR ALPIN,,1 OU 2 SALARIES,1,RUE EMILE MACHET,73350,BOZEL
26967359,7010Z,DJAMEN,,SANS SALARIE,0,1B AVENUE JULES FERRY,74100,ANNEMASSE
30181952,7010Z,EDEN,,SANS SALARIE,0,15 AVENUE GABRIEL PERI,38400,ST MARTIN D HERES
15293510,7010Z,CAMAIEU INTERNATIONAL,,3 A 5 SALARIES,3,1380 RUE DU REVERMONT,1000,BOURG EN BRESSE
19707831,7010Z,LE BAR ON,,3 A 5 SALARIES,3,30 PLACE DE LA FONTAINE,1800,RIGNIEUX LE FRANC
32377667,7010Z,DC2M,,SANS SALARIE,0,46 PLACE DE SOURZY,69700,MONTAGNY
11232274,7010Z,CA MARCHE PAS TOUT SEUL,CMPTS,SANS SALARIE,0,5 QUAI ROMAIN ROLLAND,69005,LYON
12510278,7010Z,COURCHEVEL LOISIRS ET DETENTE,,1 OU 2 SALARIES,1,23 AVENUE DU 8 MAI 1945,73600,MOUTIERS TARENTAISE
27195039,7010Z,LE PETIT TRAIN,LPT,SANS SALARIE,0,43 BOULEVARD DOCTEUR COBLOD,69200,VENISSIEUX
27091108,7010Z,BRADICAVE DISTRIBUTION,,SANS SALARIE,0,142 ROUTE DE TOUT HUIT,73370,LE BOURGET DU LAC
8162071,7010Z,INSTITUT MERIEUX,INSTITUT MERIEUX,20 A 49 SALARIES,20,17 RUE BOURGELAT,69002,LYON
15275928,7010Z,VERPOTEL,ETAP HOTEL,SANS SALARIE,0,20 RUE ANTOINE CONDORCET,38090,VILLEFONTAINE
22414835,7010Z,MASSON ET FILS,,3 A 5 SALARIES,3,4 RUE PEYRARBRE,63200,MOZAC
21984724,7010Z,LE PETIT COURCH,,3 A 5 SALARIES,3,37 AVENUE DE LA MUZELLE,38860,MONT DE LANS
30750165,7010Z,ENSEMBLE,,SANS SALARIE,0,2 CHEMIN DU MICHON,69670,VAUGNERAY
26745623,7010Z,O CHALET,,SANS SALARIE,0,77 ROUTE DE LA COMBE A ZORE,74110,MORZINE
22082374,7010Z,M2,,6 A 9 SALARIES,6,32 RUE DE LA REPUBLIQUE,38250,VILLARD DE LANS
25441065,7010Z,CMS,,10 A 19 SALARIES,10,17 RUE EMILE ZOLA,42800,RIVE DE GIER
30268372,7010Z,MICRO-CRECHE PART'AGE,,SANS SALARIE,0,383 RUE DES CHATAIGNIERS,38300,NIVOLAS VERMELLE
27568793,7010Z,INTECH GROUP,,SANS SALARIE,0,RUE DES ATTIGNIES,69290,GREZIEU LA VARENNE
19246283,7010Z,SPORT TIME,,1 OU 2 SALARIES,1,29 RUE DES GLAIRAUX,38120,ST EGREVE
31271860,7010Z,MAXIME FRIER,,SANS SALARIE,0,6 RUE PIERRE ET MARIE CURIE,38120,ST EGREVE
32590882,7010Z,CEGAJEM,,SANS SALARIE,0,12 RUE ALBERT LONDRES,38130,ECHIROLLES
22334573,7010Z,CHEZ CARLO,,10 A 19 SALARIES,10,34 QUAI CHARLES DE GAULLE,69006,LYON
26613000,7010Z,LE GRIZZLY,,1 OU 2 SALARIES,1,205 DES 16EMES JEUX OLYMPIQUES,73200,ALBERTVILLE
8108209,7010Z,AUDIT CONSEIL FORMATION,,SANS SALARIE,0,16 ALLEE FRANCOIS VILLON,38130,ECHIROLLES
28593908,7010Z,SAS MEYRAND,,SANS SALARIE,0,1 CHE DU VAL DE SAONE,1600,MASSIEUX
5910431,7010Z,SOGEDESCA,,100 A 199 SALARIES,100,10 RUE GENERAL PLESSIER,69002,LYON
22964262,7010Z,TBA & CO,TBA & CO,SANS SALARIE,0,215 CHEMIN DES CHASSANS,26800,ETOILE SUR RHONE
21509585,7010Z,M.D,LE PANORAMIC,SANS SALARIE,0,218 RUE DES BARILLETTES,73230,ST ALBAN LEYSSE
24964524,7010Z,DIM,DELICINO,SANS SALARIE,0,1097 AVENUE DES LANDIERS,73000,CHAMBERY
32261320,7010Z,PHILAE RETAIL GROUP,,SANS SALARIE,0,6 CHEMIN DU CALABERT,69130,ECULLY
31301239,7010Z,MILAN AND CO,,SANS SALARIE,0,6 PLACE GRENETTE,38000,GRENOBLE
24149422,7010Z,Pizza Bella II,,3 A 5 SALARIES,3,590 RUE DE LA PLAINE,74800,AMANCY
29281569,7010Z,BABA GAMBETTA,,SANS SALARIE,0,4 COURS GAMBETTA,69007,LYON
18596421,7010Z,METROPOLE HOLDING,,1 OU 2 SALARIES,1,5 PLACE DE LA METROPOLE,73000,CHAMBERY
20101057,7010Z,MEUBLES FABROL,,1 OU 2 SALARIES,1,1 ALLEE HISPANO SUIZA,26200,MONTELIMAR
926082,7010Z,S.P.C.M. SA,,3 A 5 SALARIES,3,LIEU DIT LE MILIEUX,42160,ANDREZIEUX BOUTHEON
21683964,7010Z,LHB HOLDING,,1 OU 2 SALARIES,1,9 RUE DU CEZALLIER,63500,ISSOIRE
30147426,7010Z,GUSTOSHOP,,SANS SALARIE,0,19 ALLEE DES ERABLES,63960,VEYRE MONTON
19373060,7010Z,SARL RISPE,SARL RISPE,10 A 19 SALARIES,10,6 RUE DU PRE D AVRIL,74940,ANNECY
26030183,7010Z,STOP PRESS,,6 A 9 SALARIES,0,22 RUE MOREL LADEUIL,63000,CLERMONT FERRAND
24282981,7010Z,MICHEL GASCHI PAYSAGISTE SARL,,SANS SALARIE,0,ROUTE DE CHARMET,74500,BERNEX
25425165,7010Z,2DM,,1 OU 2 SALARIES,1,7 RUE DU CHARIOT D OR,69004,LYON
31597703,7010Z,C&M FOODS,,SANS SALARIE,0,2 ALLEE FRANCOIS COUPERIN,69780,MIONS
27147505,7010Z,ASSADIA DEVELOPPEMENT,ASSADIA DEVELOPPEMENT,SANS SALARIE,2,17 CRS lafayette,69006,LYON
24778301,7010Z,LA GARINETTE,,3 A 5 SALARIES,3,19 RUE ALFRED POIZAT,38550,LE PEAGE DE ROUSSILLON
30094223,7010Z,MARMAI OPAGAIO,OPAGAIO,SANS SALARIE,0,1247 AVENUE DE LA HOUILLE,73000,CHAMBERY
25025101,7010Z,KIDDY CRECHE,,3 A 5 SALARIES,3,115 RUE LOUIS NEEL,38920,CROLLES
31018112,7010Z,GRABIT MIGUEL,,SANS SALARIE,0,143 GRANDE RUE,38510,MORESTEL
30411175,7010Z,MIKYDAV,,SANS SALARIE,0,12 RUE DE LA GARE,1700,MIRIBEL
4174537,7010Z,CC MINUTE SHOP,,1 OU 2 SALARIES,0,175 CHEMIN DES VOIES,74140,SCIEZ
19074162,7010Z,SERRURERIE DAGUILLON SARL,,3 A 5 SALARIES,3,18B RUE NEWTON,63100,CLERMONT FERRAND
12002292,7010Z,S'PERMIS,,3 A 5 SALARIES,3,4 RUE GABRIEL MOURIER,42700,FIRMINY
880832,7010Z,BOTANIC-SERRES DU SALEVE,BOTANIC,100 A 199 SALARIES,100,300 RUE LOUIS RUSTIN,74160,ARCHAMPS
26784213,7010Z,MLG2Z,,1 OU 2 SALARIES,1,LA PORTE DE COURCHEVEL,73120,COURCHEVEL
8017613,7010Z,GROUPE EML,,6 A 9 SALARIES,6,42 RUE ISAAC ASIMOV,38300,BOURGOIN JALLIEU
4927932,7010Z,RESTAURATION COLLECTIVE CASINO,LA CAFETTE,10 A 19 SALARIES,10,1 COURS ANTOINE GUICHARD,42000,ST ETIENNE
30749149,7010Z,IMMOBILIER TETE D OR,,SANS SALARIE,1,109 RUE TRONCHET,69006,LYON
25363706,7010Z,MOLOTOV PUB RESTAURANT,,6 A 9 SALARIES,6,le mollard,73300,ALBIEZ MONTROND
28659906,7010Z,MOLUCON PARTICIPATIONS,,SANS SALARIE,0,ROUTE DE LA SUCHERE,43400,LE CHAMBON SUR LIGNON
2025366,7010Z,GROUPE CHARLES ANDRE TRANSPORTS,GCATRANS,200 A 249 SALARIES,200,AVENUE DE GOURNIER,26200,MONTELIMAR CEDEX
25011675,7010Z,ACCES UP 4 VALLEES,,SANS SALARIE,0,78 RUE DE LA REPUBLIQUE,73200,ALBERTVILLE
2120167,7010Z,LORENZO ALBERTO,MACONNERIE GENERALE,6 A 9 SALARIES,6,10 CHEMIN DU VERGER,69570,DARDILLY
12478445,7010Z,C M O,,SANS SALARIE,1,25 RUE BARTHELEMY THIMONNIER,42160,ANDREZIEUX BOUTHEON
26841654,7010Z,LE MONTPENSIER,,SANS SALARIE,0,DOMAINE CHATEAU DE RILHAT,3700,SERBANNES
23710420,7010Z,LES PAPOUILLES DE MONTCHAT,,3 A 5 SALARIES,0,1 PLACE SAINT CHARLES,69003,LYON
30905446,7010Z,PHARMACIE MONTEL,,SANS SALARIE,0,1 PLACE JEAN GILLES,7000,ST JULIEN EN ST ALBAN
9483645,7010Z,MORES'TEAM SERVICES,,6 A 9 SALARIES,6,RUE DU CLOS BERCHET,38510,ST VICTOR DE MORESTEL
29011537,7010Z,AT2M,,SANS SALARIE,0,4 RUE SALVADOR ALLENDE,69330,MEYZIEU
25196775,7010Z,LE MADISON,,SANS SALARIE,1,125 ROUTE NATIONALE 7,38150,SALAISE SUR SANNE
26952534,7010Z,M M I,MAC DONALD'S VVH,SANS SALARIE,0,17 AVENUE VICTOR HUGO,26000,VALENCE
18674383,7010Z,SAS CATPAT,LA TABLE DU GRAND LAC / SAS CATPAT,6 A 9 SALARIES,6,4 RUE DE MAXIMA,74500,PUBLIER
24197919,7010Z,DECOCHAUFFE,,SANS SALARIE,0,158 AVENUE LEON BLUM,63000,CLERMONT FERRAND
27688208,7010Z,AOSTE STORE,AOSTE,SANS SALARIE,0,523 COURS DU 3E MILLENAIRE,69800,ST PRIEST CEDEX
27553938,7010Z,MT PIECES,,SANS SALARIE,0,11 ALLEE DES LAURIERS,38160,ST VERAND
28232808,7010Z,GROUPE CENTRAUTO,,SANS SALARIE,0,136 IMPASSE MONFARELLES,38430,MOIRANS
25067753,7010Z,SHOW ROOM DECO LYON,SRD LYON,3 A 5 SALARIES,3,6 RUE DE GENEVE,69800,ST PRIEST
28424777,7010Z,INDIGO,,SANS SALARIE,0,54 COURS GAMBETTA,69007,LYON
28635290,7010Z,MYART,,SANS SALARIE,0,3 PLACE CROIX PAQUET,69001,LYON
26573412,7010Z,ISERE MOLD USINAGE,I.M.U.,10 A 19 SALARIES,10,827 CHEMIN DE SAVOYAN,38540,HEYRIEUX
32168028,7010Z,Migraxion,Migraxion,,0,2673 sainte foy,0,Quebec ville
20407519,7010Z,TREMPLIN 42 INNOVATION,,6 A 9 SALARIES,6,9 RUE DES DOCTEURS CHARCOT,42100,ST ETIENNE CEDEX 1
22484530,7010Z,BERIT,LA CHAUMIERE,SANS SALARIE,0,14 IMPASSE DE LA CORNACHE,1200,CHATILLON EN MICHAILLE
29732931,7010Z,CARBIOLICE,,SANS SALARIE,0,3 RUE EMILE DUCLAUX,63360,ST BEAUZIRE
2250144,7010Z,APRIL,APRIL ET GROUPE APRIL,20 A 49 SALARIES,20,114 BOULEVARD MARIUS VIVIER MERLE,69003,LYON
29582244,7010Z,GROUPE REAL-LACROIX,,SANS SALARIE,0,RUE DE BEBIEUX,42160,BONSON
29977426,7010Z,OXYGEN,,SANS SALARIE,0,13 CITE DE LAPRAS,7100,ANNONAY
31575932,7010Z,DOMAINE DE LA FERME DE JEANNE,,SANS SALARIE,0,109 RUE DE LA REPUBLIQUE,69220,BELLEVILLE
17616590,7010Z,RHONE ALPES PNEUS,,1 OU 2 SALARIES,1,15 CHEMIN DU BOIS ROYAL,38200,VIENNE
26037381,7010Z,LES GETTIERS,,3 A 5 SALARIES,3,517 CHE DES GETTIERS,74450,LE GRAND BORNAND
27470282,7010Z,SARL NAT'V,,SANS SALARIE,0,3 AVENUE FRANCOIS MITTERRAND,38500,VOIRON
2058872,7010Z,CONCESSIONNAIRES SERVICES,COSERVICES,6 A 9 SALARIES,0,20 BOULEVARD EUGENE DERUELLE,69003,LYON
23099160,7010Z,UPFLUENCE,UPFLUENCE,3 A 5 SALARIES,3,33 QUAI ARLOING,69009,LYON
32683502,7010Z,AU SEVEN,,SANS SALARIE,0,7 PLACE SAINT JACQUES,74700,SALLANCHES
26678825,7010Z,JN,,1 OU 2 SALARIES,0,1 RUE DES BONS ENFANTS,38000,GRENOBLE
23201725,7010Z,UNE PETITE MOUSSE,UNE PETITE MOUSSE,1 OU 2 SALARIES,1,CHEMIN DE L ECHARINA,38760,ST PAUL DE VARCES
31392182,7010Z,LOCAKASE NANTES,,SANS SALARIE,0,5 RUE DE L ISERE,38120,ST EGREVE
28970214,7010Z,GD INVEST,,SANS SALARIE,0,7 RUE GROLEE,69002,LYON
30607262,7010Z,LECHILLCLUB,,SANS SALARIE,0,12 RUE AMBROISE THOMAS,1000,BOURG EN BRESSE
28387392,7010Z,BOULANGERIE PATISSERIE CLEMENT,,SANS SALARIE,7,66 AVENUE DU PLAN D EAU,63770,LES ANCIZES COMPS
30697865,7010Z,VALREST,BURGER KING,SANS SALARIE,0,34 RUE DOCTEUR HENRI ABEL,26000,VALENCE
32823412,7010Z,J O N  RESTAURANT,J.O.N. RESTAURANT,,0,2 RUE MOUILLARD,69009,LYON
24826451,7010Z,JP-NICOLLE,GOUTHE -COLORE,SANS SALARIE,0,17 RUE ANTOINE PERICAUD,69008,LYON
2277712,7010Z,EXIMIUM,EXIMIUM,20 A 49 SALARIES,20,9 PLACE JULES NADI,26100,ROMANS SUR ISERE
28098724,7010Z,ESPACE LINE,,SANS SALARIE,0,8 AVENUE DE LAUTERBOURG,69160,TASSIN LA DEMI LUNE
28966947,7010Z,LA PLANCHE D ENVOL,,SANS SALARIE,0,35 RUE DU DAUPHINE,69800,ST PRIEST
31998732,7010Z,AU NOUVEAU FOURNIL,,SANS SALARIE,0,BOULEVARD WINSTON CHURCHILL,26000,VALENCE
25640770,7010Z,NOUVELLE MOISSON,,3 A 5 SALARIES,3,20 AVENUE JULES NADI,26600,TAIN L HERMITAGE
19521814,7010Z,CARROSSERIE COMBERNOUX,,3 A 5 SALARIES,3,de paulhac,15100,ROFFIAC
24868357,7010Z,SARL MANAT,STATION-SERVICE AVIA,3 A 5 SALARIES,3,ZONE ARTISANALE DU ME,26200,MONTELIMAR
4331282,7010Z,SODIMOB,SODIMOB,10 A 19 SALARIES,10,82 ROUTE DES CREUSES,74960,ANNECY
4224854,7010Z,ETABLISSEMENTS DESCOURS ET CABAUD RHON,ETS DESCOURS ET CABAUD RH.ALPES AUVERG,20 A 49 SALARIES,20,176 AVENUE FRANCIS DE PRESSENSE,69200,VENISSIEUX CEDEX
12907867,7010Z,NATURE ET TENDANCE PAYSAGE,,SANS SALARIE,0,35 AVENUE DU LYCEE,38530,PONTCHARRA
12003445,7010Z,ALFA 3A,ALFA 3A,20 A 49 SALARIES,20,14 RUE AGUETANT,1500,AMBERIEU EN BUGEY
29279520,7010Z,L OCCAZ D AINAY,,SANS SALARIE,0,8 LOTISSEMENT LES RECOLLETS,3360,AINAY LE CHATEAU
26588728,7010Z,O CODEBAR,,SANS SALARIE,0,14 BOULEVARD GEORGES ANDRIER,74200,THONON LES BAINS
18812747,7010Z,JULOLILU,,1 OU 2 SALARIES,1,ROUTE DES GEYMONDS,38250,VILLARD DE LANS
5647942,7010Z,STEF TRANSPORT,,50 A 99 SALARIES,50,81 CHEMIN DE LA MOUCHE,69230,ST GENIS LAVAL
30310228,7010Z,MODIS FRANCE,MODIS,SANS SALARIE,0,2 RUE HENRI LEGAY,69100,VILLEURBANNE
29655478,7010Z,QUATUOR,,SANS SALARIE,0,432 du bois don,69380,LOZANNE
26024133,7010Z,ART LAND,,3 A 5 SALARIES,3,2 RUE VAUBAN,42350,LA TALAUDIERE
30646011,7010Z,O'POULAILLER,,SANS SALARIE,0,2150 de la barliette blanche colline,74300,ARACHES LA FRASSE
22960926,7010Z,GSL AGENCEMENT,SHOW HOME CONCEPT,1 OU 2 SALARIES,1,102 RUE MONTGOLFIER,69006,LYON
12624560,7010Z,PA2M,,3 A 5 SALARIES,3,91 RUE FONTGIEVE,63000,CLERMONT FERRAND
